year,month,state,handgun_unadjusted,long_gun_unadjusted,total_unadjusted,handgun_adjusted,long_gun_adjusted,total_adjusted
2000,01,Alabama,8636,11350,19986,8006,13021,21027
2000,01,Alaska,947,1474,2421,1252,2277,3528
2000,01,Arizona,6596,5497,12092,6652,6120,12772
2000,01,Arkansas,4265,8914,13179,4105,11275,15379
2000,01,California,24982,25113,50095,25187,28477,53664
2000,01,Colorado,12159,15027,27186,11995,17527,29523
2000,01,Connecticut,3,3,7,0,0,0
2000,01,Delaware,485,691,1176,480,858,1337
2000,01,District of Columbia,4,0,4,5,,5
2000,01,Florida,11338,10132,21470,11154,10805,21958
2000,01,Georgia,8881,9986,18867,8291,11876,20167
2000,01,Guam,8,19,26,9,18,27
2000,01,Hawaii,0,0,0,,,
2000,01,Idaho,1729,3101,4830,1830,4264,6094
2000,01,Illinois,7024,7963,14986,6562,8743,15305
2000,01,Indiana,2458,13676,16135,2255,17135,19390
2000,01,Iowa,48,2822,2870,46,3887,3934
2000,01,Kansas,3449,5492,8941,3039,6216,9255
2000,01,Kentucky,8551,11060,19612,7953,13323,21276
2000,01,Louisiana,6089,8177,14266,5909,11365,17274
2000,01,Maine,1104,1808,2913,1188,2981,4170
2000,01,Mariana Islands,0,0,0,,,
2000,01,Maryland,162,3192,3354,145,4088,4233
2000,01,Massachusetts,1168,796,1965,1064,830,1893
2000,01,Michigan,81,11132,11213,78,16129,16207
2000,01,Minnesota,2817,5664,8481,2805,9904,12709
2000,01,Mississippi,5657,7964,13621,5239,10425,15664
2000,01,Missouri,3821,11972,15794,3545,14249,17794
2000,01,Montana,1634,3317,4950,1949,4692,6640
2000,01,Nebraska,48,1898,1946,43,2510,2553
2000,01,Nevada,2586,2220,4806,2591,2538,5130
2000,01,New Hampshire,1267,1759,3026,1268,2239,3508
2000,01,New Jersey,1301,1601,2902,1219,1623,2843
2000,01,New Mexico,2786,4280,7066,2888,4924,7811
2000,01,New York,770,6134,6904,710,8750,9460
2000,01,North Carolina,1529,12649,14178,1519,15033,16552
2000,01,North Dakota,524,1377,1901,524,2331,2855
2000,01,Ohio,10346,12395,22740,10361,15812,26173
2000,01,Oklahoma,5079,8326,13405,4694,9547,14241
2000,01,Oregon,4851,5948,10799,4958,7682,12640
2000,01,Pennsylvania,719,38058,38777,614,43159,43773
2000,01,Puerto Rico,209,68,277,240,97,337
2000,01,Rhode Island,480,471,950,449,485,934
2000,01,South Carolina,4816,5574,10390,4370,6963,11333
2000,01,South Dakota,517,1704,2221,510,2450,2960
2000,01,Tennessee,10659,10452,21111,10214,12070,22284
2000,01,Texas,19552,29361,48914,18293,36136,54429
2000,01,United States,212853,363663,576517,211327,450200,661527
2000,01,Utah,2012,3105,5117,2142,3943,6086
2000,01,Vermont,488,759,1247,594,1305,1898
2000,01,Virgin Islands,0,0,0,,,
2000,01,Virginia,6801,8351,15152,6932,10105,17037
2000,01,Washington,3212,5550,8762,3197,7008,10205
2000,01,West Virginia,3537,6083,9620,3569,8272,11841
2000,01,Wisconsin,3774,7637,11411,3829,11416,15245
2000,01,Wyoming,892,1562,2454,959,1948,2907
2000,02,Alabama,9900,11659,21559,8041,13195,21236
2000,02,Alaska,1170,1788,2958,1327,2387,3715
2000,02,Arizona,7624,6130,13754,6524,6156,12680
2000,02,Arkansas,6163,11419,17582,4430,12721,17151
2000,02,California,25493,24629,50122,25268,28524,53793
2000,02,Colorado,13071,15360,28432,12805,17821,30625
2000,02,Connecticut,0,0,0,0,0,0
2000,02,Delaware,538,711,1248,495,927,1421
2000,02,District of Columbia,1,0,1,2,,2
2000,02,Florida,12652,10471,23123,11533,10907,22441
2000,02,Georgia,10462,11084,21546,8148,12041,20189
2000,02,Guam,12,6,18,11,6,17
2000,02,Hawaii,0,0,0,,,
2000,02,Idaho,2144,3854,5998,1968,4409,6377
2000,02,Illinois,7373,8062,15435,6170,8359,14529
2000,02,Indiana,2704,13508,16212,2114,15844,17959
2000,02,Iowa,58,3061,3120,62,3854,3916
2000,02,Kansas,3749,5541,9290,3201,6455,9656
2000,02,Kentucky,10633,13647,24279,8431,14070,22501
2000,02,Louisiana,7187,7691,14879,5757,11462,17218
2000,02,Maine,1220,1833,3052,1261,2923,4184
2000,02,Mariana Islands,0,0,0,,,
2000,02,Maryland,198,3708,3906,198,4170,4368
2000,02,Massachusetts,1559,828,2387,1451,898,2350
2000,02,Michigan,102,12197,12299,87,15472,15559
2000,02,Minnesota,3131,7627,10758,3010,11498,14507
2000,02,Mississippi,7961,8999,16960,5417,10495,15912
2000,02,Missouri,4631,14141,18772,3897,14805,18702
2000,02,Montana,2006,3962,5969,2025,4889,6914
2000,02,Nebraska,59,1848,1907,59,2579,2638
2000,02,Nevada,2688,2348,5037,2610,2524,5135
2000,02,New Hampshire,1294,1625,2918,1326,2192,3518
2000,02,New Jersey,1553,1553,3106,1499,1753,3253
2000,02,New Mexico,3484,5195,8679,2944,5057,8001
2000,02,New York,1065,6736,7801,995,8728,9724
2000,02,North Carolina,2091,14776,16867,1537,16223,17761
2000,02,North Dakota,573,1544,2118,550,2374,2924
2000,02,Ohio,12658,14548,27205,10534,16157,26691
2000,02,Oklahoma,6436,10447,16883,4932,10169,15101
2000,02,Oregon,5620,7294,12914,5385,7909,13294
2000,02,Pennsylvania,574,41264,41838,648,44529,45177
2000,02,Puerto Rico,393,78,471,422,102,525
2000,02,Rhode Island,590,452,1042,555,490,1045
2000,02,South Carolina,6081,6229,12310,4540,7192,11732
2000,02,South Dakota,616,1933,2549,521,2644,3165
2000,02,Tennessee,12132,11517,23649,9908,11864,21772
2000,02,Texas,22384,31152,53536,18844,37577,56420
2000,02,United States,246866,404133,651000,217733,460626,678359
2000,02,Utah,2668,3821,6489,2208,4060,6268
2000,02,Vermont,670,1112,1782,581,1350,1931
2000,02,Virgin Islands,0,0,0,,,
2000,02,Virginia,7888,9754,17642,6945,11254,18199
2000,02,Washington,3691,6581,10272,3297,7297,10594
2000,02,West Virginia,4638,8348,12986,3836,9477,13313
2000,02,Wisconsin,4225,10101,14326,3900,11610,15509
2000,02,Wyoming,1055,1960,3015,969,2219,3189
2000,03,Alabama,8850,10132,18982,7783,12609,20391
2000,03,Alaska,1351,2080,3431,1324,2449,3773
2000,03,Arizona,7800,5988,13788,6718,6220,12938
2000,03,Arkansas,5313,9332,14645,4446,11637,16083
2000,03,California,27952,26560,54512,24460,26660,51120
2000,03,Colorado,14708,17161,31869,12421,17437,29858
2000,03,Connecticut,0,0,0,0,0,0
2000,03,Delaware,613,779,1392,495,911,1406
2000,03,District of Columbia,2,0,2,1,,1
2000,03,Florida,12814,9858,22672,11733,10821,22554
2000,03,Georgia,9532,9906,19437,8456,11721,20177
2000,03,Guam,13,12,25,13,13,26
2000,03,Hawaii,0,0,0,,,
2000,03,Idaho,2140,4091,6230,1889,4339,6227
2000,03,Illinois,7481,8576,16057,6074,8177,14252
2000,03,Indiana,2879,13736,16614,2166,15684,17850
2000,03,Iowa,61,3134,3194,58,3328,3385
2000,03,Kansas,3975,5380,9356,3062,6123,9185
2000,03,Kentucky,9564,12183,21747,8447,13073,21519
2000,03,Louisiana,6995,6806,13801,5794,10512,16306
2000,03,Maine,1598,2314,3913,1297,2924,4221
2000,03,Mariana Islands,0,0,0,,,
2000,03,Maryland,176,3695,3871,164,4177,4341
2000,03,Massachusetts,1856,978,2834,1400,852,2253
2000,03,Michigan,108,13358,13466,81,14387,14468
2000,03,Minnesota,4192,10361,14553,3020,10923,13943
2000,03,Mississippi,6392,7376,13768,5434,9994,15428
2000,03,Missouri,4661,13548,18208,3711,14012,17723
2000,03,Montana,2277,4470,6747,1922,4709,6631
2000,03,Nebraska,47,1848,1895,45,2503,2548
2000,03,Nevada,2676,2351,5027,2299,2165,4464
2000,03,New Hampshire,1617,2039,3656,1376,2154,3529
2000,03,New Jersey,1931,1737,3667,1534,1695,3229
2000,03,New Mexico,3658,5005,8662,2925,4886,7811
2000,03,New York,1465,8368,9833,1268,9396,10664
2000,03,North Carolina,1657,12717,14374,1609,15336,16945
2000,03,North Dakota,736,1962,2698,569,2400,2969
2000,03,Ohio,12838,15041,27880,10136,15525,25661
2000,03,Oklahoma,5636,8622,14258,4923,9851,14774
2000,03,Oregon,6111,7785,13895,5087,7568,12655
2000,03,Pennsylvania,814,52890,53704,725,45227,45952
2000,03,Puerto Rico,605,85,690,622,97,719
2000,03,Rhode Island,646,522,1168,536,496,1032
2000,03,South Carolina,5367,5809,11176,4680,6801,11480
2000,03,South Dakota,681,2087,2768,522,2467,2989
2000,03,Tennessee,11757,10506,22263,9978,11544,21522
2000,03,Texas,22163,28530,50692,19457,37222,56679
2000,03,United States,250958,415462,666421,216740,446303,663043
2000,03,Utah,2390,3795,6185,2213,4132,6345
2000,03,Vermont,791,1385,2176,626,1281,1907
2000,03,Virgin Islands,0,0,0,,,
2000,03,Virginia,9127,10767,19894,7586,12032,19618
2000,03,Washington,4166,7132,11298,3469,7265,10735
2000,03,West Virginia,4716,7428,12144,3754,8266,12020
2000,03,Wisconsin,4944,13349,18293,3945,11534,15479
2000,03,Wyoming,1120,1890,3010,963,2136,3098
2000,04,Alabama,7272,7247,14519,8154,13203,21358
2000,04,Alaska,1454,2410,3864,1309,2429,3738
2000,04,Arizona,6690,5214,11904,6574,6274,12848
2000,04,Arkansas,4200,7239,11439,4684,12127,16811
2000,04,California,26809,25259,52068,25031,27709,52741
2000,04,Colorado,12156,13054,25210,12485,16718,29203
2000,04,Connecticut,6,1,7,0,0,0
2000,04,Delaware,524,707,1231,500,997,1498
2000,04,District of Columbia,3,0,3,2,,2
2000,04,Florida,11535,8138,19672,11952,11335,23286
2000,04,Georgia,7531,6815,14345,8818,12341,21159
2000,04,Guam,10,7,16,9,6,15
2000,04,Hawaii,0,0,0,,,
2000,04,Idaho,1958,3766,5724,1932,4444,6376
2000,04,Illinois,6086,6729,12815,6163,8356,14519
2000,04,Indiana,2005,8433,10438,2102,12716,14818
2000,04,Iowa,38,2476,2515,46,3715,3761
2000,04,Kansas,2566,4059,6625,2934,6258,9192
2000,04,Kentucky,7739,10625,18363,8743,13694,22437
2000,04,Louisiana,5589,5344,10933,6320,11337,17656
2000,04,Maine,1177,2147,3324,1080,2920,4000
2000,04,Mariana Islands,0,0,0,,,
2000,04,Maryland,121,3461,3582,115,4461,4576
2000,04,Massachusetts,1822,960,2782,1788,1059,2847
2000,04,Michigan,120,12458,12577,98,16186,16284
2000,04,Minnesota,3319,9885,13203,2958,11184,14141
2000,04,Mississippi,4966,5245,10211,5630,10562,16192
2000,04,Missouri,3665,12134,15799,3770,14582,18352
2000,04,Montana,2059,4381,6440,1939,4659,6598
2000,04,Nebraska,41,1535,1575,44,2565,2610
2000,04,Nevada,2361,2115,4476,2504,2403,4906
2000,04,New Hampshire,1261,2126,3387,1264,2189,3453
2000,04,New Jersey,1748,1569,3316,1581,1882,3463
2000,04,New Mexico,2687,4332,7019,2904,5131,8035
2000,04,New York,942,8410,9351,837,9574,10411
2000,04,North Carolina,1358,10408,11767,1700,15914,17614
2000,04,North Dakota,614,1838,2452,532,2398,2930
2000,04,Ohio,10743,13076,23818,9925,16300,26225
2000,04,Oklahoma,5311,7621,12932,5133,9944,15077
2000,04,Oregon,4939,7333,12272,4779,7650,12429
2000,04,Pennsylvania,1143,42702,43845,1087,44783,45870
2000,04,Puerto Rico,380,82,462,433,104,537
2000,04,Rhode Island,529,431,960,529,478,1008
2000,04,South Carolina,3955,3915,7869,4379,6994,11373
2000,04,South Dakota,608,1940,2549,553,2684,3238
2000,04,Tennessee,8579,7458,16037,10169,11773,21943
2000,04,Texas,17350,23608,40958,19384,37493,56877
2000,04,United States,207197,347333,554530,215480,452298,667778
2000,04,Utah,1878,2996,4874,1788,4023,5811
2000,04,Vermont,651,1241,1892,614,1246,1859
2000,04,Virgin Islands,0,0,0,,,
2000,04,Virginia,6940,7897,14837,7301,10750,18051
2000,04,Washington,3282,6095,9378,3320,7119,10439
2000,04,West Virginia,3485,6878,10363,3764,8480,12244
2000,04,Wisconsin,4084,11810,15894,3962,11993,15955
2000,04,Wyoming,910,1725,2634,922,2086,3008
2000,05,Alabama,6481,6766,13247,7546,13130,20676
2000,05,Alaska,1159,2295,3454,1236,2564,3800
2000,05,Arizona,5882,4699,10581,6180,6083,12263
2000,05,Arkansas,3840,6116,9956,4443,11767,16210
2000,05,California,26001,23679,49679,25613,26631,52244
2000,05,Colorado,9314,11018,20331,10151,15421,25571
2000,05,Connecticut,0,0,0,0,0,0
2000,05,Delaware,453,519,972,466,803,1270
2000,05,District of Columbia,2,0,2,1,,1
2000,05,Florida,10918,7719,18636,11700,11318,23018
2000,05,Georgia,6652,5713,12365,7948,11007,18955
2000,05,Guam,12,10,22,12,13,24
2000,05,Hawaii,0,0,0,,,
2000,05,Idaho,1826,3306,5132,1874,4293,6166
2000,05,Illinois,5246,5794,11040,5874,8723,14597
2000,05,Indiana,1945,2973,4918,2160,5837,7996
2000,05,Iowa,36,1667,1703,56,3847,3903
2000,05,Kansas,2570,3642,6212,3115,6517,9632
2000,05,Kentucky,6920,7624,14544,8129,13459,21588
2000,05,Louisiana,4957,5215,10172,5725,10903,16628
2000,05,Maine,1065,1663,2728,1195,2928,4123
2000,05,Mariana Islands,1,1,2,,,
2000,05,Maryland,172,2544,2716,173,4302,4475
2000,05,Massachusetts,1064,696,1760,1110,960,2069
2000,05,Michigan,84,9462,9546,85,15979,16064
2000,05,Minnesota,2565,6241,8807,2849,11074,13923
2000,05,Mississippi,4677,4749,9426,5494,10343,15837
2000,05,Missouri,3032,8689,11721,3381,14510,17890
2000,05,Montana,1855,4000,5854,1862,4757,6618
2000,05,Nebraska,31,1354,1385,39,2642,2681
2000,05,Nevada,2335,1972,4308,2383,2412,4795
2000,05,New Hampshire,1112,1598,2710,1268,2160,3428
2000,05,New Jersey,1421,1648,3069,1330,2021,3351
2000,05,New Mexico,2785,3689,6475,2929,4941,7871
2000,05,New York,818,5671,6489,774,8757,9531
2000,05,North Carolina,1425,8490,9914,1627,15407,17034
2000,05,North Dakota,471,1392,1862,487,2178,2664
2000,05,Ohio,7828,9485,17313,8782,15782,24564
2000,05,Oklahoma,4266,6258,10524,4949,10221,15170
2000,05,Oregon,4376,5950,10326,4793,7503,12295
2000,05,Pennsylvania,1863,35582,37445,3347,44097,47444
2000,05,Puerto Rico,372,106,477,382,125,506
2000,05,Rhode Island,454,370,824,479,482,962
2000,05,South Carolina,3766,3292,7059,4384,6376,10760
2000,05,South Dakota,491,1617,2108,550,2663,3213
2000,05,Tennessee,8054,6475,14529,9443,11481,20925
2000,05,Texas,16666,22074,38740,18889,37246,56135
2000,05,United States,186090,283234,469324,201661,430119,631780
2000,05,Utah,1739,2724,4463,2084,4173,6257
2000,05,Vermont,538,822,1360,566,1234,1800
2000,05,Virgin Islands,0,0,0,,,
2000,05,Virginia,6188,6441,12628,6952,10046,16998
2000,05,Washington,3077,5469,8546,3245,6958,10204
2000,05,West Virginia,3042,4962,8004,3606,8478,12084
2000,05,Wisconsin,3385,7537,10922,3980,12364,16344
2000,05,Wyoming,862,1459,2321,906,1897,2802
2000,06,Alabama,7014,7480,14494,7884,13550,21435
2000,06,Alaska,1157,2166,3323,1184,2823,4007
2000,06,Arizona,5864,4822,10686,6694,6207,12901
2000,06,Arkansas,4001,6305,10306,4678,12223,16901
2000,06,California,25094,23471,48565,27073,26799,53871
2000,06,Colorado,10596,12847,23443,12278,17446,29724
2000,06,Connecticut,0,0,0,0,0,0
2000,06,Delaware,430,546,976,478,941,1419
2000,06,District of Columbia,0,0,0,1,,1
2000,06,Florida,11425,8407,19832,12015,11628,23643
2000,06,Georgia,7041,6577,13618,8222,12181,20403
2000,06,Guam,12,12,24,13,15,28
2000,06,Hawaii,0,0,0,,,
2000,06,Idaho,1843,3088,4930,2025,4368,6392
2000,06,Illinois,4811,5240,10052,5915,8559,14474
2000,06,Indiana,1680,3359,5039,2147,5963,8110
2000,06,Iowa,36,1801,1837,44,3874,3918
2000,06,Kansas,2416,3463,5878,2967,6479,9446
2000,06,Kentucky,7388,8253,15641,8758,14067,22826
2000,06,Louisiana,5238,5600,10838,5784,10335,16119
2000,06,Maine,976,1719,2695,1252,3094,4347
2000,06,Mariana Islands,0,0,0,,,
2000,06,Maryland,165,2754,2919,197,4295,4491
2000,06,Massachusetts,1180,667,1847,1274,936,2209
2000,06,Michigan,90,9683,9774,102,16618,16720
2000,06,Minnesota,2702,6670,9372,3153,11758,14911
2000,06,Mississippi,4949,5375,10324,6033,10313,16346
2000,06,Missouri,3289,9023,12312,3938,15203,19141
2000,06,Montana,1808,4148,5956,1919,5132,7051
2000,06,Nebraska,29,1394,1422,38,2585,2623
2000,06,Nevada,2100,1997,4096,2429,2562,4991
2000,06,New Hampshire,1326,1604,2929,1558,2294,3852
2000,06,New Jersey,1606,1661,3267,1692,2215,3907
2000,06,New Mexico,2752,4016,6768,3059,5384,8442
2000,06,New York,787,5150,5937,853,9404,10257
2000,06,North Carolina,1646,9621,11266,1761,15544,17305
2000,06,North Dakota,378,1542,1921,471,2368,2840
2000,06,Ohio,7780,9929,17709,9668,15708,25376
2000,06,Oklahoma,4749,6960,11708,5776,11567,17343
2000,06,Oregon,4362,6153,10515,4654,7667,12321
2000,06,Pennsylvania,858,34222,35080,1224,45607,46831
2000,06,Puerto Rico,402,102,504,413,129,541
2000,06,Rhode Island,450,360,810,488,496,984
2000,06,South Carolina,4015,3779,7794,4800,6894,11694
2000,06,South Dakota,493,1637,2130,568,2761,3329
2000,06,Tennessee,7691,6401,14092,9353,11227,20580
2000,06,Texas,16998,23449,40447,19435,37827,57262
2000,06,United States,187694,292962,480656,215963,448470,664432
2000,06,Utah,1684,2725,4409,1981,4276,6257
2000,06,Vermont,483,763,1246,561,1356,1917
2000,06,Virgin Islands,0,0,0,,,
2000,06,Virginia,5771,6645,12416,7169,10681,17851
2000,06,Washington,2945,5793,8737,3267,7241,10508
2000,06,West Virginia,3240,5054,8294,3928,8904,12832
2000,06,Wisconsin,3059,7027,10086,4010,13144,17154
2000,06,Wyoming,889,1503,2391,945,1966,2911
2000,07,Alabama,6291,7635,13926,7487,13435,20921
2000,07,Alaska,1252,2422,3674,1238,2625,3863
2000,07,Arizona,5661,5093,10754,6185,6292,12477
2000,07,Arkansas,3487,6312,9799,4380,11202,15583
2000,07,California,24365,24970,49335,26643,28119,54762
2000,07,Colorado,9483,12397,21880,11428,17431,28858
2000,07,Connecticut,0,0,0,0,0,0
2000,07,Delaware,400,613,1013,460,985,1445
2000,07,District of Columbia,1,0,1,2,,2
2000,07,Florida,10607,8285,18892,11845,11613,23458
2000,07,Georgia,6659,7283,13942,8017,12494,20512
2000,07,Guam,16,18,34,23,17,39
2000,07,Hawaii,0,0,0,,,
2000,07,Idaho,1785,3126,4912,2162,4426,6588
2000,07,Illinois,4706,5689,10395,5769,8428,14196
2000,07,Indiana,1574,3389,4963,2085,6020,8105
2000,07,Iowa,29,1858,1886,30,4026,4056
2000,07,Kansas,2148,3632,5780,2872,6460,9332
2000,07,Kentucky,6720,8284,15004,8314,13774,22088
2000,07,Louisiana,4918,6465,11383,5422,10445,15867
2000,07,Maine,959,2043,3002,1204,3090,4295
2000,07,Mariana Islands,0,0,0,,,
2000,07,Maryland,161,3053,3213,172,4677,4849
2000,07,Massachusetts,987,684,1671,1258,1028,2286
2000,07,Michigan,82,10627,10710,103,18214,18317
2000,07,Minnesota,2489,7330,9820,3067,11633,14700
2000,07,Mississippi,4650,5697,10347,5644,10100,15744
2000,07,Missouri,2744,9044,11789,3392,14976,18368
2000,07,Montana,1560,3645,5205,1733,5082,6814
2000,07,Nebraska,24,1605,1629,29,2729,2759
2000,07,Nevada,2131,1917,4048,2325,2410,4734
2000,07,New Hampshire,1235,1764,3000,1460,2417,3877
2000,07,New Jersey,1368,1514,2882,1568,2163,3731
2000,07,New Mexico,2389,3688,6078,2789,4957,7747
2000,07,New York,713,5541,6254,817,9645,10462
2000,07,North Carolina,1453,9965,11418,1648,15959,17607
2000,07,North Dakota,375,1531,1906,451,2392,2843
2000,07,Ohio,6919,9850,16770,9438,15167,24605
2000,07,Oklahoma,4232,6439,10671,5164,10472,15637
2000,07,Oregon,3625,5525,9150,4603,7822,12426
2000,07,Pennsylvania,663,34025,34689,912,44083,44995
2000,07,Puerto Rico,317,100,417,336,112,448
2000,07,Rhode Island,392,344,736,455,455,909
2000,07,South Carolina,3607,4202,7809,4503,6821,11324
2000,07,South Dakota,430,1891,2321,564,3002,3566
2000,07,Tennessee,9379,8824,18203,10797,14282,25079
2000,07,Texas,16214,24804,41018,18684,37788,56472
2000,07,United States,176866,304477,481342,210572,450096,660668
2000,07,Utah,1585,2828,4413,1912,4424,6336
2000,07,Vermont,475,868,1343,548,1376,1924
2000,07,Virgin Islands,0,0,0,,,
2000,07,Virginia,5927,7280,13207,6901,10877,17778
2000,07,Washington,2995,5680,8676,3403,7293,10695
2000,07,West Virginia,3065,5616,8680,3716,9237,12953
2000,07,Wisconsin,2831,7626,10458,3806,13789,17595
2000,07,Wyoming,787,1453,2240,927,1900,2827
2000,08,Alabama,7448,10897,18345,7574,13025,20599
2000,08,Alaska,1157,3152,4309,1099,2437,3535
2000,08,Arizona,5645,6661,12306,6121,6311,12433
2000,08,Arkansas,3972,9735,13707,4238,10418,14656
2000,08,California,26263,29619,55881,28507,27462,55969
2000,08,Colorado,11384,17481,28865,10748,17213,27961
2000,08,Connecticut,0,0,0,0,0,0
2000,08,Delaware,367,792,1159,422,930,1352
2000,08,District of Columbia,1,0,1,2,,2
2000,08,Florida,11667,10284,21950,11716,11007,22723
2000,08,Georgia,6975,11003,17978,7430,11911,19341
2000,08,Guam,6,19,24,6,15,21
2000,08,Hawaii,0,0,0,,,
2000,08,Idaho,1865,4374,6238,1894,4259,6153
2000,08,Illinois,4958,8679,13637,5570,8687,14257
2000,08,Indiana,1953,5511,7464,2162,5948,8109
2000,08,Iowa,46,3137,3183,52,4097,4150
2000,08,Kansas,2282,5304,7587,2604,5704,8308
2000,08,Kentucky,7566,12719,20285,8152,12943,21095
2000,08,Louisiana,5180,10134,15314,5375,10050,15424
2000,08,Maine,1142,2932,4073,1119,3083,4202
2000,08,Mariana Islands,0,0,0,,,
2000,08,Maryland,182,3725,3906,176,4106,4281
2000,08,Massachusetts,1290,938,2229,1416,1127,2542
2000,08,Michigan,88,14264,14352,106,16465,16571
2000,08,Minnesota,2693,13164,15856,2862,11302,14164
2000,08,Mississippi,4962,9584,14546,5324,9458,14782
2000,08,Missouri,2918,12485,15403,3162,13387,16549
2000,08,Montana,1693,4535,6228,1650,4508,6158
2000,08,Nebraska,22,2285,2307,24,2624,2648
2000,08,Nevada,2047,2180,4227,2005,2289,4294
2000,08,New Hampshire,1392,2164,3555,1348,2295,3643
2000,08,New Jersey,1398,2002,3400,1539,2194,3734
2000,08,New Mexico,2718,4749,7467,2734,4878,7612
2000,08,New York,737,8054,8791,864,9511,10375
2000,08,North Carolina,1652,15608,17260,1572,15331,16903
2000,08,North Dakota,413,2622,3035,462,2480,2942
2000,08,Ohio,8381,15049,23430,9397,16035,25432
2000,08,Oklahoma,4388,8706,13094,4772,9176,13948
2000,08,Oregon,4221,7215,11436,4377,7652,12029
2000,08,Pennsylvania,838,38170,39008,707,42501,43208
2000,08,Puerto Rico,421,189,610,348,133,481
2000,08,Rhode Island,410,441,851,435,476,912
2000,08,South Carolina,4352,7635,11987,4496,6777,11273
2000,08,South Dakota,490,3029,3519,570,3021,3591
2000,08,Tennessee,8932,12771,21703,9230,12145,21375
2000,08,Texas,16572,41350,57922,17333,36478,53811
2000,08,United States,191802,428278,620080,204393,435760,640153
2000,08,Utah,1684,4005,5689,1799,4421,6220
2000,08,Vermont,486,1219,1705,513,1418,1930
2000,08,Virgin Islands,0,0,0,,,
2000,08,Virginia,5979,9541,15520,6279,10591,16871
2000,08,Washington,3099,7245,10343,3265,7109,10374
2000,08,West Virginia,3110,7031,10141,3344,8664,12009
2000,08,Wisconsin,3509,11905,15414,3851,13138,16989
2000,08,Wyoming,851,1986,2837,861,1850,2711
2000,09,Alabama,7480,14686,22166,8047,13989,22035
2000,09,Alaska,1093,2901,3994,1189,2522,3711
2000,09,Arizona,5674,7018,12692,5817,6301,12118
2000,09,Arkansas,3649,13207,16855,4087,11584,15672
2000,09,California,24770,27742,52512,27729,26980,54709
2000,09,Colorado,11461,21312,32773,11363,17635,28998
2000,09,Connecticut,0,0,0,0,0,0
2000,09,Delaware,350,1065,1415,419,994,1413
2000,09,District of Columbia,0,0,0,1,,1
2000,09,Florida,10844,11553,22397,11676,12049,23725
2000,09,Georgia,7184,13881,21065,7746,12509,20255
2000,09,Guam,13,12,25,14,18,32
2000,09,Hawaii,0,0,0,,,
2000,09,Idaho,1901,6772,8672,1781,4646,6427
2000,09,Illinois,4806,9332,14138,5260,8761,14020
2000,09,Indiana,1803,6394,8197,2084,6291,8375
2000,09,Iowa,50,5139,5189,44,4471,4515
2000,09,Kansas,2402,6598,9000,2632,6141,8773
2000,09,Kentucky,7590,14969,22559,8172,14979,23151
2000,09,Louisiana,5481,14375,19856,5528,10930,16458
2000,09,Maine,1264,5210,6474,1080,3060,4140
2000,09,Mariana Islands,8,0,8,,,
2000,09,Maryland,158,5042,5201,153,4530,4683
2000,09,Massachusetts,1123,1184,2307,1296,1100,2396
2000,09,Michigan,85,25761,25846,99,18950,19049
2000,09,Minnesota,2770,23027,25797,2764,12563,15328
2000,09,Mississippi,4818,10824,15642,5458,10812,16270
2000,09,Missouri,2808,15066,17874,2998,14884,17882
2000,09,Montana,1793,7044,8837,1637,5325,6962
2000,09,Nebraska,30,3288,3318,29,2808,2837
2000,09,Nevada,2175,2669,4843,2281,2551,4832
2000,09,New Hampshire,1363,3233,4596,1287,2513,3800
2000,09,New Jersey,1274,2101,3375,1495,2182,3676
2000,09,New Mexico,2648,5499,8147,2811,5170,7982
2000,09,New York,866,12799,13664,901,9396,10298
2000,09,North Carolina,1658,17339,18997,1674,17245,18919
2000,09,North Dakota,432,4045,4477,430,2388,2818
2000,09,Ohio,8661,18429,27091,9093,17065,26157
2000,09,Oklahoma,4393,10305,14698,4956,10271,15226
2000,09,Oregon,4685,12296,16981,4392,8624,13016
2000,09,Pennsylvania,698,45750,46449,776,44071,44848
2000,09,Puerto Rico,393,147,540,358,108,466
2000,09,Rhode Island,421,491,912,450,455,905
2000,09,South Carolina,3898,8086,11984,4255,6767,11022
2000,09,South Dakota,554,4645,5200,557,3296,3853
2000,09,Tennessee,8295,13035,21330,9192,13117,22309
2000,09,Texas,16728,48604,65331,17763,36691,54454
2000,09,United States,190232,546781,737013,208660,478834,687494
2000,09,Utah,1603,6186,7789,1682,5067,6749
2000,09,Vermont,525,1949,2474,497,1383,1880
2000,09,Virgin Islands,0,0,0,,,
2000,09,Virginia,6290,11919,18208,6677,11292,17969
2000,09,Washington,3226,9891,13118,3378,7919,11296
2000,09,West Virginia,3457,10029,13486,3704,9113,12817
2000,09,Wisconsin,3706,20779,24485,3647,15140,18787
2000,09,Wyoming,876,3155,4030,864,2403,3267
2000,10,Alabama,7126,14792,21918,7451,12883,20334
2000,10,Alaska,1891,3955,5845,1318,2537,3855
2000,10,Arizona,5350,7236,12586,5834,6310,12144
2000,10,Arkansas,3739,14971,18710,3882,10271,14153
2000,10,California,29053,28212,57265,30083,27475,57558
2000,10,Colorado,10769,23364,34133,10701,16980,27680
2000,10,Connecticut,0,0,0,0,0,0
2000,10,Delaware,458,1329,1786,451,966,1417
2000,10,District of Columbia,0,0,0,0,,0
2000,10,Florida,11337,14073,25410,11184,11965,23149
2000,10,Georgia,6960,17201,24160,7081,12068,19149
2000,10,Guam,10,19,29,12,17,30
